大规模	mass	mæs	adj.	大规模
激光	laser	[ˈleɪzə]	n.	激光
难题	problem	[ˈprɒbləm]	n.	难题
支撑	support	səˈpɔːt	v.	支撑
光学	optics	[ˈɒptɪks]	n.	光学
传输	transmit	trænzˈmɪt	v.	传输
解决	solve	sɒlv	v.	解决
互联	interconnect	[ˌɪntəkəˈnekt]	v.	互联
合并	consolidate	kənˈsɒlɪdeɪt	v.	合并
训练	training	[ˈtreɪnɪŋ]	n.	训练
工作量	workload	[ˈwɜːkləʊd]	n.	工作量
主攻	focus	[ˈfəʊkəs]	v.	聚焦
维护	service	[ˈsɜːvɪs]	n.	维护
推理	infer	[ɪnˈfɜː]	v.	推理
建筑	construction	kənˈstrʌkʃn	n.	建筑
机器人群	swarm	swɔːm	n.	集群
改造	modify	[ˈmɒdɪfaɪ]	v.	改造
适配	adapt	[əˈdæpt]	v.	适配
环境	environment	[ɪnˈvaɪrənmənt]	n.	环境
规模	scale	skeɪl	n.	规模
退役	deorbit	diːˈɔːbɪt	v.	离轨
一致	align	[əˈlaɪn]	v.	一致
延长	extend	[ɪkˈstend]	v.	延长
执行	execute	[ˈeksɪkjuːt]	v.	执行
核心	core	kɔː	n.	核心
体现	embodied	[ɪmˈbɒdid]	adj.	体现
顶级	tier	tɪə	n.	层级
深空	deepspace	[ˈdiːspeɪs]	n.	深空
星座	constellation	[ˌkɒnstəˈleɪʃn]	n.	星座
辐射测试	radiation	[ˌreɪdiˈeɪʃn]	n.	辐射
看待	view	vjuː	v.	看待
发射商	launcher	[ˈlɔːntʃə]	n.	发射
关系	relationship	rɪˈleɪʃnʃɪp	n.	关系
乐观	optimistic	[ˌɒptɪˈmɪstɪk]	adj.	乐观
遥遥	way	[weɪ]	n.	程度
领先	lead	[liːd]	v.	领先
具备	possess	pəˈzes	v.	具备
竞争	competition	[ˌkɒmpəˈtɪʃn]	n.	竞争
潜力	potential	pəˈtenʃl	n.	潜力
起源	origin	[ˈɒrɪdʒɪn]	n.	起源
招聘	recruit	rɪˈkruːt	v.	招聘
热防护	thermal	[ˈθɜːml]	adj.	热防护
短期	short	[ʃɔːt]	adj.	短期
威胁	threat	[θret]	n.	威胁
周期	horizon	həˈraɪzn	n.	周期
追赶	catch	kætʃ	v.	赶上
定位	position	pəˈzɪʃn	n.	定位
差异	distinction	dɪˈstɪŋkʃn	n.	差异
